url,type,archived_url
insidemnsoccer.com/2010/01/29/q-and-a-with-andrew-nestor-owner-president-and-ceo-of-fc-tampa-bay-rowdies-soccer/,benign,
http://www.centercamping.com.br/index.php?option=com_ckforms&task=captcha&sid=c4ce9d9bffcf8ba3357da92fd49c2457,defacement,
amazon.com/Vanity-Fair-ebook/dp/B000JQUGVI,benign,
trulia.com/schools/NY-Tarrytown/E_F_International_Academy/,benign,
metalodyssey.wordpress.com/,benign,
http://www.enventureonline.com/services/enterprise-data-management/consulting-services.html,defacement,http://web.archive.org/web/20130530173737/http://www.enventureonline.com:80/services/enterprise-data-management/consulting-services.html
infoplease.com/ipa/A0855603.html,benign,
tcm.com/tcmdb/title/3073/These-Glamour-Girls/,benign,
facebook.com/demerson1,benign,
http://winkerdecoracion.com/index.php?page=shop.browse&category_id=151&option=com_virtuemart&Itemid=29,defacement,
http://www.alorenademalaga.com/index.php/denominacion-de-origen/objetivos,defacement,http://web.archive.org/web/20150812095438/http://alorenademalaga.com/index.php/denominacion-de-origen/objetivos
gomarquette.com/,benign,
ycharts.com/indices/%5EINX,benign,
iamachild.wordpress.com/2010/12/20/frederic-henri-schopin-1804-1880-french/,benign,
imdb.com/name/nm0185045/,benign,
tallen.cutlerhomes.com/,benign,
http://www.fjpengfei.com/picshow.asp?id=31&mnid=5074&classname=\320\373\264\253\273\255\262\341&banner=2,defacement,
prodenk-sanierung.de,phishing,http://web.archive.org/web/20230609222719/https://prodenk-sanierung.de/
answers.com/topic/robert-francis,benign,
http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,malware,
dipity.com/gordonp/Japanese_Science_Fiction_Fantasy_Horror_Films/,benign,
genforum.genealogy.com/cochrane/,benign,
lost-in-translation.com/,benign,
http://www.djemanshy.md/photo/category/9.html,defacement,
http://www.hhp.fi/index.php?option=com_rsgallery2&page=slideshow&gid=6,defacement,
tampabay.com/news/publicsafety/crime/clearwater-police-man-dropped-9-month-old-because-she-cried/1195251,benign,
rightsideva.blogspot.com/2010/11/is-hockey-stick-prof-michael-mann.html,benign,
http://applicationforschengenvisa.com/index.php,defacement,
dictionary.sensagent.com/Sandro/en-en/,benign,
bartleby.com/100/437.html,benign,
http://www.fitnessequipmentworldok.com/exercise-bikes?page=shop.product_details&flypage=flypage.tpl&category_id=7&product_id=34,defacement,
altpress.com/features/entry/exclusive_stream_blaqk_audios_afterdark,benign,
smarticullties.com,phishing,
fangraphs.com/blogs/index.php/wally-pipping-jason-heyward/,benign,
thedublinguide.com/,benign,
sagedata.com/the_company/our-clients.html,benign,
http://djsipke.nl/foto-album/6-sint-nykstermerke/detail/327-img1694.html?tmpl=component,defacement,
associatedcontent.com/article/5436606/largest_cities_in_north_dakota_2011.html,benign,
fcfighter.stores.yahoo.net/superbrawls.html,benign,
faqs.ign.com/objects/142/14260594.html,benign,
http://www.bishopstrings.com/violin-bows/ยฃ300-ยฃ1500/index.html,defacement,
evri.com/organization/kcwe-0x135a9c,benign,
http://synaptixcommunications.com/index.php?%2FShowcase%2Fsimple-and-clear-educating-the-market%2FPrint.html,defacement,
music.yahoo.com/econochrist/,benign,
checkstorenow.ml,phishing,
1972topps.blogspot.com/2009/03/77-ron-theobald.html,benign,
diego-fc.com,phishing,http://web.archive.org/web/20190102183255/http://diego-fc.com/
canadastop100.com/montreal/,benign,
aklgammabeta.com/,benign,
beaconforchange.com/municipalteam.html,benign,
movi.ca/actor-first/Paul/,benign,
http://thenextweb.com/in/2014/11/13/uber-introduces-paytm-digital-wallet-payments-india-response-new-e-commerce-ruling/,benign,
mixedmartialarts.com/mma.cfm?go=blogs.Detail&gid=28490,benign,
healthgrades.com/group-directory/minnesota-mn/le-center/le-sueur-county-mental-health-svs-b82a27b9,benign,
http://mic.com/articles/89573/12-biggest-lies-we-re-told-in-college-graduation-speeches,benign,
catalog.ccclib.org/,benign,
blog.sfgate.com/inoakland/2011/07/04/cyclist-reported-missing-in-oaklandberkeley-hills/,benign,
cityunionmission.org/about/partners/fiorellas-jack-stack-barbecue,benign,
brookislandrecords.com/,benign,
people.famouswhy.com/peter_mitchell/,benign,
youtube.com/watch?v=39d3WECNSSA,benign,
abebooks.com/book-search/title/five-roses-cook-book/,benign,
articles.sfgate.com/2011-06-11/opinion/29645960_1_chauncey-bailey-project-bakery-handyman-antoine-mackey,benign,
kalispellchristiancenter.org/team_bishop.html,benign,
utahutes.cstv.com/sports/w-gym/mtt/damianova_nansy02.html,benign,
la.findacase.com/research/wfrmDocViewer.aspx/xq/fac/SAC/LA/1995/19951215_0003029.LA.htm/qx,benign,
beijingairlinetickets.com/,benign,
uncyclopedia.wikia.com/wiki/Gilles_Duceppe,benign,
idservicetelsmsmmssfr.000webhostapp.com,phishing,
whosdatedwho.com/sections/celebrities/first-name/Jeff,benign,
http://www.ghostwriting.de/rueckruf,defacement,http://web.archive.org/web/20140915175135/http://www.ghostwriting.de:80/rueckruf
dibussi.com/2010/10/unpacking-a-chinese-companys-land-grab-in-cameroon.html,benign,
missouriwrestling.com/news.php?recordID=300,benign,
amazon.com/Cherry-Falls-Terror-Brittany-Murphy/dp/B000056PXL,benign,
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,benign,
worldtimezone.net/time/wtzstandard.php?listsw=namerica&sorttb=CountryID,benign,
bursakombiservisi.web.tr,phishing,http://web.archive.org/web/20191219161057/http://bursakombiservisi.web.tr:80/
blueslyrics.tripod.com/artistswithsongs/jimmy_reed_2.htm,benign,
en.wikipedia.org/wiki/Category:County_seats_in_Pennsylvania,benign,
ca.local.yahoo.com/results?stx=bibliotheque&csz=St-Bruno-de-Montarville%2C%20QC,benign,
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,phishing,
en.wikipedia.org/wiki/Honor%C3%A9_Mercier,benign,
starpacintl.com,phishing,http://web.archive.org/web/20230214083243/https://www.starpacintl.com/
mp3raid.com/music/justin_mcroberts.html,benign,
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,
agrimonia.info/,benign,
big-game-hunting-usa.com/,benign,
californiazones.net/login.asp,benign,
en.wikipedia.org/wiki/Marcus_Moore,benign,
maritimeupdates.com/index.php?option=com_content&amp;task=view&amp;id=38724&amp;Itemid=69,benign,
huffingtonpost.com/2011/05/20/big-ten-athletes_n_864982.html,benign,
maryvilleac.web139.discountasp.net/subpages.asp?id=28&parentid=6,benign,
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=2&option=com_virtuemart&Itemid=22,defacement,
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html,phishing,
legacy.com/guestbook/washingtonpost/guestbook.aspx?n=michael-anthony-jordan&pid=16394973&page=2,benign,
inobediencetohim.com.au,phishing,
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=0&vsig4_1=0,defacement,
http://habbomoedasgeraa.blogspot.com/,phishing,http://web.archive.org/web/20190604064654/http://habbomoedasgeraa.blogspot.com/
chuckhawks.com/45Colt.htm,benign,
allaboutjazz.com/php/musician.php?id=7574,benign,
lincolnchristian.edu/Seminary/,benign,
yangamat.com/?p=1865,benign,
mymindseye.com/,benign,
blog.syracuse.com/parish/index.html,benign,
whoabc.com/harrison-ford/,benign,
century21town-country.com/Property/MI/48322/West_Bloomfield/5436_PAUL_LOUIS_LN,benign,
igea.net/,benign,
evri.com/person/graeme-dunstan-0x58f76,benign,
baseballjump.com/baseball-memorabilia/kansas-city-royals,benign,
http://thenextweb.com/insider/2015/05/05/foursquare-leverages-its-geolocation-technology-with-location-cloud-and-places/,benign,
interceder.net/topic/ciccone,benign,
http://ak.imgfarm.com/images/nocache/vicinio/installers/205320000.S10570.1/507981-150710122501-S10570.1/VideoDownloadConvertAuto.exe_0,malware,
ussoccer.com/News/U-17-MNT/2005/12/U-S-U-17-MNT-Fall-2-0-To-Mexico-At-Los-Angeles-Memorial-Coliseum.aspx,benign,
http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,malware,
jbworld.jbs.st-louis.mo.us/,benign,
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FmAsWlaomtJkLLbgk+%E6%95%99%E3%81%88%E5%AD%90%E3%81%AF%E7%BE%8E%E3%83%9E%E3%83%B3%E5%A5%B3%E5%AD%90%E6%A0%A1%E7%94%9F+%23ero+%23douga+%23agesage,benign,
gothiclolitawigs.deviantart.com/,benign,
http://haberler.com/galatasaray-mersin-idman-yurdu-nu-1-0-yendi-7303426-haberi-yorumlari/,benign,
archive.org/stream/morenosdictionar00morerich/morenosdictionar00morerich_djvu.txt,benign,
http://cheezburger.com/8440974848/funny-fail-photo-portrait-bobby-jindal-politics?ref=rightarrow&siteId=1264,benign,
bergschneiderfamily.com/Bergschneider_Family_Newsletter/news.html,benign,
http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42,malware,
linkedin.com/pub/dir/mike/gibbons,benign,
http://www.aquamarinadivingtenerife.com/en.1,defacement,
youtube.com/watch?v=vt8vA1v3hyo,benign,
soa.sys-con.com/node/380232,benign,
evri.com/person/s.-jay-plager-0x376ac,benign,
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2338&category=&auth=&page=1&search=&keyword=&recom=,benign,
heritageapp.cyr.gov.sk.ca/public/,benign,
mastersoftrivia.com/blog/2011/06/june-20th-in-history-it-happened-today/,benign,
eduplace.com/kids/mhm/,benign,
ru-net.cv.ua/wp-content/config/file.php,malware,
http://www.hmaca.com/winnipeg-accounting-blog/tag/winnipeg-accpac-certified-consultant/index.html,defacement,
carto.net/neumann/photographs/2007/kerzers_papiliorama_2007_11_04/12_white_tree_nymph_weisse_baumnymphe_idea_leuconoe.html,benign,
bigbandpdfs.com/,benign,
http://gazomer.com/vodonagrevateli/vodonagrevateli-nak-type/36-titan-rfb-50f,defacement,
cms.skidmore.edu/odsp/programs/arts/flute/faculty.cfm,benign,
lima-ny.org/,benign,
http://www.dynamicstrategies.com.au/dynamic-strategies,defacement,http://web.archive.org/web/20150509140617/http://dynamicstrategies.com.au/dynamic-strategies
en.wikipedia.org/wiki/Lartigue,benign,
http://icicibank.com/Personal-Banking/insurance/general-insurance/health-insurance/index.page,benign,
topix.com/ca/cabano-qc,benign,
lyrics007.com/Planet%20Smashers%20Lyrics/Janice%20Lyrics.html,benign,
http://www.connexion3.gr/el/news/32-neo-site-amesotis,defacement,
http://www.duplexindustrial.com.au/salla-max.html,defacement,http://web.archive.org/web/20230305113719/https://duplexindustrial.com.au/salla-max.html
conservapedia.com/Republican_Party,benign,
icehockey.wikia.com/wiki/Jesse_Scanzano,benign,
iagenweb.org/madison/marriage_records/mr_marston-maxon.html,benign,
punkkie.wordpress.com/2011/11/03/spiritualized-ladies-and-gentlemen-we-are-floating-in-space-2/,benign,
wilsonstatebank.net/,benign,
weddingwire.com/wedding-songs/garter-removal-music/wanna-be-your-lover/943a52b86500a099.html,benign,
facebook.com/SkyeBlueC,benign,
http://motthegioi.vn/tin-tuc/thoi-quen-an-nhieu-dua-ca-cua-nguoi-viet-khien-benh-ung-thu-tang-cao-188148.html,benign,
isthisyour.name/directory/fullnames/ma~pelton.htm,benign,
wikitree.com/genealogy/De%20Chauvigny-Family-Tree-6,benign,
new.ca.music.yahoo.com/josh/,benign,
ehow.com/video_4766621_invest-privately-held-company.html,benign,
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=3&option=com_virtuemart&Itemid=7,defacement,
youtube.com/watch?v=mgMZ8ZNajpg,benign,
http://www.autoursdurock.info/index.php?option=com_content&view=article&id=106&Itemid=229,defacement,
sertoma-gl-region.org/,benign,
vale-healthcare.com/hand-clinic/,benign,
proplast.co.nz,malware,
sixgoody.com,phishing,http://web.archive.org/web/20180805010900/http://sixgoody.com/
imdb.com/name/nm0589603/,benign,
quotes-famous.com/person/Lionel-Tiger-quotes.html,benign,
http://torcache.net/torrent/722B98D9F645DF03E5D760EBD58F8D36A6EAFF3B.torrent?title=[kickass.to]sword.of.vengeance.2015.720p.brrip.x264.yify,benign,
gouldsminorhockey.com/news.php,benign,
hotnewsofday.com/college-football-hall-of-fame.html,benign,
thefreelibrary.com/The+Hockey+Company+Holdings+Inc.+Announces+Acquisition+of+Lifestyle...-a0106768219,benign,
mylife.com/c-1232369030,benign,
cableslovenia.com/,benign,
hotladybody.com/2010/08/making-of-brazilian-playboy-cleo-pires.html,benign,
sideshowtoy.com/?page_id=4489&sku=9004721,benign,
hobbylinc.com/htm/bac/bac50906.htm?source=froogle,benign,
http://www.gypsyspirit.eu/cz/vyhlaovatele-a-partnei,defacement,http://web.archive.org/web/20140820111046/http://www.gypsyspirit.eu:80/cz/vyhlaovatele-a-partnei
account-security-centre20181712.000webhostapp.com,phishing,
http://batutik.com.ua/produkcziya/batutinaduvnie/23-batut.html,defacement,http://web.archive.org/web/20130925090607/http://batutik.com.ua:80/produkcziya/batutinaduvnie/23-batut.html
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,
mind-world.com/,benign,
pipl.com/directory/name/Lillie/Kathleen,benign,
asunderpress.com/,benign,
http://dribbble.com/shots/1269523-Sperant-mobile-sidebar-concepts/attachments/174429,benign,
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/,phishing,
http://www.chromashop.fr/index.php/actualites?start=12,defacement,
ababmx.com/index.php?page=default/halloffame&year=1999,benign,
scr-paypal.co.uk,phishing,
http://www.geothermalanywhere.com/news/113-geothermal-anywhere-among-top-8-cleantech-vcs-opportunities-in-europe-selected-from-850-startups.html?lang=en,defacement,
http://www.italy-itf.com/index.php?option=com_phocagallery&view=detail&catid=1:home-page-collection&id=25:01-10-2010-apertura-stagione-itf-italia&tmpl=component&Itemid=93,defacement,
http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131019/263.html,malware,
glassdoor.com/Job/Grassroots-Campaigns-Inc-Jobs-E149346.htm,benign,
amazon.com/Songs-Debussy/dp/B00007FKRI,benign,
http://torcache.net/torrent/3B72AAC22AE198BDF5CD9EDE72F8E118E8371008.torrent?title=[kickass.to]game.of.thrones.s05e05.720p.hdtv.x264.0sec,benign,
http://www.mtb-bad-harzburg.de/index.php/bilder,defacement,http://web.archive.org/web/20130305162224/http://www.mtb-bad-harzburg.de:80/index.php/bilder
http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,malware,
yelp.ca/biz/jean-jacques-campeau-gatineau,benign,
google.com/hostednews/afp/article/ALeqM5iK8qoGy6KCQ835kZ1ps-VBbCEmqg?docId=CNG.70c74f0238858f49a6b97a2c9ed0618b.71,benign,
http://www.centerimoveis.com.br/servicos/locacao-de-imoveis/imprimir.html,defacement,
http://deadspin.com/5746724/is-erin-andrews-reebok-endorsement-deal-journalistically-unethical,benign,
en.wikipedia.org/wiki/Pierre_Dupuy,benign,
forums.lazygirls.info/419484.html,benign,
wn.com/American_Football_League,benign,
reviews.creditkarma.com/credit-unions/communityamerica-credit-union1/1/,benign,
r1ma.blogspot.com/2011/11/anais-pouliot-in-diva-by-anthony-maule.html,benign,
songlyrics.com/arrogant-worms-the/the-happy-happy-birthday-song-lyrics/,benign,
northjersey.com/news/022411_Report_recommends_scrapping_urban_enterprise_zones.html,benign,
flixster.com/videos,benign,
en.wikipedia.org/wiki/Francine_Lalonde,benign,
shgresources.com/ca/timeline/,benign,
http://www.masrealestate.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5tYXNyZWFsZXN0YXRlLml0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTclM0Fjb25zdWxlbnphJkl0ZW1pZD04Jmxhbmc9ZW4=&lang=en,defacement,
lemonamiga.com/?game_id=352,benign,
mylife.com/laurakjohnson82,benign,
how-to-kiss.net/types-of-kisses.php,benign,
ca.linkedin.com/pub/shannon-gaskell/14/262/100,benign,
jackianderson.com/,benign,
tvrage.com/person/id-34775/Hans+Conried,benign,
http://www.sementimenzo.it/dove-siamo/2.html,defacement,
http://www.bkr-laserscanning.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5ia3ItbGFzZXJzY2FubmluZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05ODpzdG9lcmthbnRlbm1vZGVsbC1mdWVyLXJvYm90ZXJzaW11bGF0aW9uJmNhdGlkPTQzOmluaGFsdGUmSXRlbWlkPTY4,defacement,
alkire.org/gen/ohio/d0033/f0000003.html,benign,
wendylynncustomhomes.com/,benign,
biomedexperts.com/Profile.bme/282390/Fran%c3%a7ois_Dabis,benign,
http://www.sezioneanatreviso.it/index.php?option=com_mailto&tmpl=component&link=cc85e277afa8d49b301bfe3a29eddc69a0e4b2c1,defacement,
toctok.com.mx,phishing,http://web.archive.org/web/20221209073839/https://www.toctok.com.mx/
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=20&Itemid=21,defacement,
afcubridge.org/,benign,
archives.cbc.ca/society/religion_spirituality/clips/6024/,benign,
http://www.honarcinema.com/index.php?option=com_content&view=frontpage&Itemid=1&limitstart=10,defacement,
bonjourlafrance.com/france-history/bourbon-dynasty.htm,benign,
everyguitarist.com/billie_joe_armstrong.htm,benign,
myeasyauction.com/,benign,
psychology.wikia.com/wiki/Ian_Stevenson,benign,
familysearch.org/learn/wiki/en/Lenawee_County%2C_Michigan,benign,
sciway.net/statistics/scsa98/tr/tr12.html,benign,
twaflightattendants.com/liftoffhtml/historytimeline.html,benign,
corporationwiki.com/Florida/Miami/shakir-saafir-P6169609.aspx,benign,
nils-fabisch.de/,benign,
deiradios.radio-dealers.com/aboutus.cfm?did=4c4e5e54-af9a-4c14-a266-b11c54e7a4e0&cat_id=1,benign,
http://nguyentandung.org/141-ha-noi-phat-hien-nhanh-2-xe-di-muon-la-xe-trom-cap.html,benign,
http://www.mbdalmezun.com/search.htm,defacement,http://web.archive.org/web/20121024104014/http://www.mbdalmezun.com:80/search.htm
britannica.com/EBchecked/topic/59931/Saul-Bellow,benign,
jennieo.com/,benign,
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=444&Itemid=1,defacement,
songlyrics.com/flipsyde/laserbeam-lyrics/,benign,
http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp,defacement,http://web.archive.org/web/20140303093625/http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp
vertor.com/download/la+donna+della+mia++vita,benign,
reunion.com/richardbolen/,benign,
en.wikipedia.org/wiki/Ross_Macdonald,benign,
imdb.com/name/nm1884657/bio,benign,
famouspoetsandpoems.com/poets/maya_angelou/biography,benign,
cleveland.com/arts/index.ssf/2010/04/community_theaters_in_northeas.html,benign,
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/,phishing,
en.wikipedia.org/wiki/List_of_counties_in_California,benign,
docstoc.com/docs/6132660/History_of_Stoke_City_FC,benign,
http://www.ahminspections.ca/realestateagents/7?phpMyAdmin=so8kK4koEHUy-VVzS9wK2LuLOK6,defacement,
wsn.com/football/norwegian-2-division-avd-2-fixtures/,benign,
http://tobogo.net/cdsb/board.php?board=storymusic&bm=view&no=250&category=&auth=&page=1&search=&keyword=&recom=,benign,
imdb.com/keyword/erotic-thriller/,benign,
starpulse.com/Music/Shakira/Discography/album/P174707/R744021/,benign,
sportsillustrated.cnn.com/vault/article/magazine/MAG1006891/index.htm,benign,
mailtribune.com/apps/pbcs.dll/article?AID=/20110719/NEWS/107190317,benign,
http://9779.info/%E9%A3%9E%E6%9C%BA%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,
http://aksniwka.com/klub/stadion,defacement,http://web.archive.org/web/20130815184134/http://aksniwka.com/klub/stadion
reading-glasses.bttradespace.com/our-galleries/designer-eyewear/gallery-item?mediaId=759870EFDA70C63EE0401BAC7101193D,benign,
babepedia.com/babe/Lanny_Barby,benign,
spokeo.com/Brian+Watts,benign,
http://www.unitre.org/index.php?option=com_wrapper&view=wrapper&Itemid=180&el_mcal_month=3&el_mcal_year=2013,defacement,
whatifsports.com/nfl-l/profile_team.asp?hfid=26,benign,
whatisjameswearing.com/george-smith-showrooms/,benign,
http://olx.co.id/i2/jasa-lowongan-kerja/jasa/jasa-lainnya/jasa-lowongan-kerja/jasa/jasa-lainnya,benign,
freebase.com/view/en/commerce_bancshares,benign,
filmsandtv.com/movies/danielpilon.php,benign,
http://www.smk86.ru/katalogtovara.html?sobi2Task=sobi2Details&catid=5&sobi2Id=38,defacement,
videosurf.com/the-ellen-degeneres-show-17804,benign,
pipl.com/directory/people/gary/sabaugh,benign,
discogs.com/Pixies-Trompe-Le-Monde/master/16797,benign,
http://www.czdesign.cz/kalenda/search.form/2013/01/31/-.html,defacement,
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=844&category_id=10&option=com_virtuemart&Itemid=22,defacement,
http://lasqc.com/index.php?option=com_content&view=article&id=64&Itemid=173,defacement,
stacey-hannant.co.uk/,benign,
americansoccernews.net/2009/op-ed/a-business-model-for-american-specifically-mls-soccer-news/,benign,
http://practicaleyes.net/consulting/165-communications-consultancy.html,defacement,http://web.archive.org/web/20160630122018/http://practicaleyes.net/consulting/165-communications-consultancy.html
beakey.familytreeguide.com/descend.php?personID=I4596&tree=Beakey%202007,benign,
sanfrancisco.cbslocal.com/2011/09/04/livermore-soldier-dies-of-rabies/,benign,
wordiq.com/definition/Public_art,benign,
fanbase.com/Syracuse-Orange-Mens-Basketball-1999-00,benign,
dc.about.com/od/museums/p/NaturalHistory.htm,benign,
freebase.com/view/en/cincinnati_bengals,benign,
yellowpages.ca/bus/Quebec/Laval/Sports-Autoroute-13-Inc/7541800.html,benign,
http://allrecipes.com/video/4124/cheesy-broccoli-puffs-with-sriracha-sauce/detail.aspx?prop24=VH_Brands,benign,
http://pastehtml.com/view/bfzi0ah2a.html,phishing,
http://www.plexiprint.net/plexi/index.php?option=com_content&view=article&id=58&Itemid=67,defacement,
http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,
blockbuster.com/browse/catalog/personDetails/75406,benign,
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==,phishing,
web.sau.edu/athletics/athletics/football/news/2005/gameday_stuff/Morningside/Welcome%20to%20the%20GPAC%20Home%20Page%20-%20The%20Great%20Plains%20Athletic%20Conference.htm,benign,
forum.fullsextube.com/vintage-videos-movies/26800-%5Brs%5D-nothing-hide-2-1993-tianna-roxanne-blaze.html,benign,
be.linkedin.com/pub/jan-roels/27/141/746,benign,
youtube.com/watch?v=EcGsM-PNQHQ,benign,
bloomberg.com/news/2011-08-28/dust-bowl-in-texas-means-cotton-bottoming-with-rick-perry-praying-for-rain.html,benign,
http://www.slavia.sk/home,defacement,
innerearbrigade.com/,benign,
brokenbells.com/,benign,
